duration,protocol,psize,flag,hlength,hopcount,lifetime,message type,dsn,msn,si,land,mode,neighbor,hflow,aflow,lflow,avghopcount,nfc,frate,label
0,AODV,84,0,28,0,2000,Route Reply,0,0,0,0,0,1,110,211,101,0.0780487805,206,100,normal
0.028136,AODV,84,0,28,0,2000,Route Reply,0,1,0,0,0,1,110,211,101,0.0780487805,206,100,normal
0.972864,AODV,84,0,28,0,2000,Route Reply,0,0,1,0,0,1,110,211,101,0.0780487805,206,100,normal
0.028136,AODV,84,0,28,0,2000,Route Reply,0,1,1,0,0,1,110,211,101,0.0780487805,206,100,normal
0.967864,AODV,84,0,28,0,2000,Route Reply,0,0,2,0,0,1,110,211,101,0.0780487805,206,100,normal
0.024136,AODV,84,0,28,0,2000,Route Reply,0,1,2,0,0,1,110,211,101,0.0780487805,206,100,normal
0.978864,AODV,84,0,28,0,2000,Route Reply,0,0,3,0,0,1,110,211,101,0.0780487805,206,100,normal
0.028136,AODV,84,0,28,0,2000,Route Reply,0,1,3,0,0,1,110,211,101,0.0780487805,206,100,normal
0.971864,AODV,84,0,28,0,2000,Route Reply,0,0,4,0,0,1,110,211,101,0.0780487805,206,100,normal
0.026136,AODV,84,0,28,0,2000,Route Reply,0,1,4,0,0,1,110,211,101,0.0780487805,206,100,normal
0.975864,AODV,84,0,28,0,2000,Route Reply,0,0,5,0,0,1,110,211,101,0.0780487805,206,100,normal
0.018136,AODV,84,0,28,0,2000,Route Reply,0,1,5,0,0,1,110,211,101,0.0780487805,206,100,normal
0.982864,AODV,84,0,28,0,2000,Route Reply,0,0,6,0,0,1,110,211,101,0.0780487805,206,100,normal
0.021136,AODV,84,0,28,0,2000,Route Reply,0,1,6,0,0,1,110,211,101,0.0780487805,206,100,normal
0.975864,AODV,84,0,28,0,2000,Route Reply,0,0,7,0,0,1,110,211,101,0.0780487805,206,100,normal
0.025136,AODV,84,0,28,0,2000,Route Reply,0,1,7,0,0,1,110,211,101,0.0780487805,206,100,normal
0.981864,AODV,84,0,28,0,2000,Route Reply,0,0,8,0,0,1,110,211,101,0.0780487805,206,100,normal
0.017136,AODV,84,0,28,0,2000,Route Reply,0,1,8,0,0,1,110,211,101,0.0780487805,206,100,normal
0.982864,AODV,84,0,28,0,2000,Route Reply,0,0,9,0,0,1,110,211,101,0.0780487805,206,100,normal
0.015136,AODV,84,0,28,0,2000,Route Reply,0,1,9,0,0,1,110,211,101,0.0780487805,206,100,normal
0.982864,AODV,84,0,28,0,2000,Route Reply,0,0,10,0,0,1,110,211,101,0.0780487805,206,100,normal
0.017136,AODV,84,0,28,0,2000,Route Reply,0,1,10,0,0,1,110,211,101,0.0780487805,206,100,normal
0.983864,AODV,84,0,28,0,2000,Route Reply,0,0,11,0,0,1,110,211,101,0.0780487805,206,100,normal
0.016136,AODV,84,0,28,0,2000,Route Reply,0,1,11,0,0,1,110,211,101,0.0780487805,206,100,normal
0.980864,AODV,84,0,28,0,2000,Route Reply,0,0,12,0,0,1,110,211,101,0.0780487805,206,100,normal
0.026136,AODV,84,0,28,0,2000,Route Reply,0,1,12,0,0,1,110,211,101,0.0780487805,206,100,normal
0.973864,AODV,84,0,28,0,2000,Route Reply,0,0,13,0,0,1,110,211,101,0.0780487805,206,100,normal
0.017136,AODV,84,0,28,0,2000,Route Reply,0,1,13,0,0,1,110,211,101,0.0780487805,206,100,normal
0.984864,AODV,84,0,28,0,2000,Route Reply,0,0,14,0,0,1,110,211,101,0.0780487805,206,100,normal
0.023136,AODV,84,0,28,0,2000,Route Reply,0,1,14,0,0,1,110,211,101,0.0780487805,206,100,normal
0.971864,AODV,84,0,28,0,2000,Route Reply,0,0,15,0,0,1,110,211,101,0.0780487805,206,100,normal
0.022136,AODV,84,0,28,0,2000,Route Reply,0,1,15,0,0,1,110,211,101,0.0780487805,206,100,normal
0.977864,AODV,84,0,28,0,2000,Route Reply,0,0,16,0,0,1,110,211,101,0.0780487805,206,100,normal
0.026136,AODV,84,0,28,0,2000,Route Reply,0,1,16,0,0,1,110,211,101,0.0780487805,206,100,normal
0.974864,AODV,84,0,28,0,2000,Route Reply,0,0,17,0,0,1,110,211,101,0.0780487805,206,100,normal
0.027136,AODV,84,0,28,0,2000,Route Reply,0,1,17,0,0,1,110,211,101,0.0780487805,206,100,normal
0.972864,AODV,84,0,28,0,2000,Route Reply,0,0,18,0,0,1,110,211,101,0.0780487805,206,100,normal
0.023136,AODV,84,0,28,0,2000,Route Reply,0,1,18,0,0,1,110,211,101,0.0780487805,206,100,normal
0.972864,AODV,84,0,28,0,2000,Route Reply,0,0,19,0,0,1,110,211,101,0.0780487805,206,100,normal
0.031136,AODV,84,0,28,0,2000,Route Reply,0,1,19,0,0,1,110,211,101,0.0780487805,206,100,normal
0.972864,AODV,84,0,28,0,2000,Route Reply,0,0,20,0,0,1,110,211,101,0.0780487805,206,100,normal
0.023136,AODV,84,0,28,0,2000,Route Reply,0,1,20,0,0,1,110,211,101,0.0780487805,206,100,normal
0.982864,AODV,84,0,28,0,2000,Route Reply,0,0,21,0,0,1,110,211,101,0.0780487805,206,100,normal
0.013136,AODV,84,0,28,0,2000,Route Reply,0,1,21,0,0,1,110,211,101,0.0780487805,206,100,normal
0.982864,AODV,84,0,28,0,2000,Route Reply,0,0,22,0,0,1,110,211,101,0.0780487805,206,100,normal
0.026136,AODV,84,0,28,0,2000,Route Reply,0,1,22,0,0,1,110,211,101,0.0780487805,206,100,normal
0.969864,AODV,84,0,28,0,2000,Route Reply,0,0,23,0,0,1,110,211,101,0.0780487805,206,100,normal
0.021136,AODV,84,0,28,0,2000,Route Reply,0,1,23,0,0,1,110,211,101,0.0780487805,206,100,normal
0.985864,AODV,84,0,28,0,2000,Route Reply,0,0,24,0,0,1,110,211,101,0.0780487805,206,100,normal
0.017136,AODV,84,0,28,0,2000,Route Reply,0,1,24,0,0,1,110,211,101,0.0780487805,206,100,normal
0.974864,AODV,84,0,28,0,2000,Route Reply,0,0,25,0,0,1,110,211,101,0.0780487805,206,100,normal
0.023136,AODV,84,0,28,0,2000,Route Reply,0,1,25,0,0,1,110,211,101,0.0780487805,206,100,normal
0.984864,AODV,84,0,28,0,2000,Route Reply,0,0,26,0,0,1,110,211,101,0.0780487805,206,100,normal
0.016136,AODV,84,0,28,0,2000,Route Reply,0,1,26,0,0,1,110,211,101,0.0780487805,206,100,normal
0.981864,AODV,84,0,28,0,2000,Route Reply,0,0,27,0,0,1,110,211,101,0.0780487805,206,100,normal
0.020136,AODV,84,0,28,0,2000,Route Reply,0,1,27,0,0,1,110,211,101,0.0780487805,206,100,normal
0.980864,AODV,84,0,28,0,2000,Route Reply,0,0,28,0,0,1,110,211,101,0.0780487805,206,100,normal
0.017136,AODV,84,0,28,0,2000,Route Reply,0,1,28,0,0,1,110,211,101,0.0780487805,206,100,normal
0.981864,AODV,84,0,28,0,2000,Route Reply,0,0,29,0,0,1,110,211,101,0.0780487805,206,100,normal
0.015136,AODV,84,0,28,0,2000,Route Reply,0,1,29,0,0,1,110,211,101,0.0780487805,206,100,normal
0.987864,AODV,84,0,28,0,2000,Route Reply,0,0,30,0,0,1,110,211,101,0.0780487805,206,100,normal
0.022136,AODV,84,0,28,0,2000,Route Reply,0,1,30,0,0,1,110,211,101,0.0780487805,206,100,normal
0.972864,AODV,84,0,28,0,2000,Route Reply,0,0,31,0,0,1,110,211,101,0.0780487805,206,100,normal
0.021136,AODV,84,0,28,0,2000,Route Reply,0,1,31,0,0,1,110,211,101,0.0780487805,206,100,normal
0.982864,AODV,84,0,28,0,2000,Route Reply,0,0,32,0,0,1,110,211,101,0.0780487805,206,100,normal
0.023136,AODV,84,0,28,0,2000,Route Reply,0,1,32,0,0,1,110,211,101,0.0780487805,206,100,normal
0.974864,AODV,84,0,28,0,2000,Route Reply,0,0,33,0,0,1,110,211,101,0.0780487805,206,100,normal
0.022136,AODV,84,0,28,0,2000,Route Reply,0,1,33,0,0,1,110,211,101,0.0780487805,206,100,normal
0.974864,AODV,84,0,28,0,2000,Route Reply,0,0,34,0,0,1,110,211,101,0.0780487805,206,100,normal
0.019136,AODV,84,0,28,0,2000,Route Reply,0,1,34,0,0,1,110,211,101,0.0780487805,206,100,normal
0.980864,AODV,84,0,28,0,2000,Route Reply,0,0,35,0,0,1,110,211,101,0.0780487805,206,100,normal
0.026136,AODV,84,0,28,0,2000,Route Reply,0,1,35,0,0,1,110,211,101,0.0780487805,206,100,normal
0.978864,AODV,84,0,28,0,2000,Route Reply,0,0,36,0,0,1,110,211,101,0.0780487805,206,100,normal
0.019136,AODV,84,0,28,0,2000,Route Reply,0,1,36,0,0,1,110,211,101,0.0780487805,206,100,normal
0.980864,AODV,84,0,28,0,2000,Route Reply,0,0,37,0,0,1,110,211,101,0.0780487805,206,100,normal
0.018136,AODV,84,0,28,0,2000,Route Reply,0,1,37,0,0,1,110,211,101,0.0780487805,206,100,normal
0.977864,AODV,84,0,28,0,2000,Route Reply,0,0,38,0,0,1,110,211,101,0.0780487805,206,100,normal
0.023136,AODV,84,0,28,0,2000,Route Reply,0,1,38,0,0,1,110,211,101,0.0780487805,206,100,normal
0.973864,AODV,84,0,28,0,2000,Route Reply,0,0,39,0,0,1,110,211,101,0.0780487805,206,100,normal
0.025136,AODV,84,0,28,0,2000,Route Reply,0,1,39,0,0,1,110,211,101,0.0780487805,206,100,normal
0.902896,AODV,88,10240,32,0,-1,Route Request,0,0,40,1,0,1,110,211,101,0.0780487805,206,100,normal
0.004,AODV,88,10240,32,1,-1,Route Request,0,1,40,1,0,1,110,211,101,0.0780487805,206,100,normal
0.001844,AODV,88,10240,32,1,-1,Route Request,0,0,41,1,0,1,110,211,101,0.0780487805,206,100,normal
0.003,AODV,88,10240,32,2,-1,Route Request,0,1,41,1,0,1,110,211,101,0.0780487805,206,100,normal
0.00109,AODV,66,-1,10,-1,-1,Route Reply Acknowledgment,-1,2,44,2,0,1,110,211,101,0.0780487805,206,100,normal
0.009709,UDP,1104,-1,1048,-1,-1,-1,-1,3,45,2,0,1,110,211,101,0.0780487805,206,100,normal
0.010518,UDP,1104,-1,1048,-1,-1,-1,-1,3,46,2,0,1,110,211,101,0.0780487805,206,100,normal
0.017219,UDP,1104,-1,1048,-1,-1,-1,-1,3,47,2,0,1,110,211,101,0.0780487805,206,100,normal
0.003859,AODV,84,0,28,6,5119,Route Reply,1,2,48,1,0,1,110,211,101,0.0780487805,206,100,normal
0.001074,AODV,84,0,28,2,2988,Route Reply,100,4,50,1,0,1,110,211,101,0.0780487805,206,100,normal
0.023547,UDP,1104,-1,1048,-1,-1,-1,-1,3,51,2,0,1,110,211,101,0.0780487805,206,100,normal
0.002171,AODV,84,0,28,4,5359,Route Reply,1,2,53,1,0,1,110,211,101,0.0780487805,206,100,normal
0.028371,UDP,1104,-1,1048,-1,-1,-1,-1,3,54,2,0,1,110,211,101,0.0780487805,206,100,normal
0.849704,AODV,84,0,28,0,2000,Route Reply,0,1,42,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,55,0,0,1,110,211,101,0.0780487805,206,100,normal
0.925862,AODV,84,0,28,0,2000,Route Reply,1,0,56,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,43,0,0,1,110,211,101,0.0780487805,206,100,normal
1.005626,AODV,84,0,28,0,2000,Route Reply,1,0,57,0,0,1,110,211,101,0.0780487805,206,100,normal
0.00029,AODV,84,0,28,0,2000,Route Reply,0,1,44,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995084,AODV,84,0,28,0,2000,Route Reply,0,1,45,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,58,0,0,1,110,211,101,0.0780487805,206,100,normal
0.998,AODV,84,0,28,0,2000,Route Reply,1,0,59,0,0,1,110,211,101,0.0780487805,206,100,normal
0.007082,AODV,84,0,28,0,2000,Route Reply,0,1,46,0,0,1,110,211,101,0.0780487805,206,100,normal
0.989918,AODV,84,0,28,0,2000,Route Reply,1,0,60,0,0,1,110,211,101,0.0780487805,206,100,normal
0.007082,AODV,84,0,28,0,2000,Route Reply,0,1,47,0,0,1,110,211,101,0.0780487805,206,100,normal
0.990918,AODV,84,0,28,0,2000,Route Reply,1,0,61,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,48,0,0,1,110,211,101,0.0780487805,206,100,normal
1.003,AODV,84,0,28,0,2000,Route Reply,0,1,49,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,62,0,0,1,110,211,101,0.0780487805,206,100,normal
0.997,AODV,84,0,28,0,2000,Route Reply,1,0,63,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002082,AODV,84,0,28,0,2000,Route Reply,0,1,50,0,0,1,110,211,101,0.0780487805,206,100,normal
0.993918,AODV,84,0,28,0,2000,Route Reply,1,0,64,0,0,1,110,211,101,0.0780487805,206,100,normal
0.004082,AODV,84,0,28,0,2000,Route Reply,0,1,51,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996918,AODV,84,0,28,0,2000,Route Reply,1,0,65,0,0,1,110,211,101,0.0780487805,206,100,normal
0.000082,AODV,84,0,28,0,2000,Route Reply,0,1,52,0,0,1,110,211,101,0.0780487805,206,100,normal
0.997918,AODV,84,0,28,0,2000,Route Reply,1,0,66,0,0,1,110,211,101,0.0780487805,206,100,normal
0.007082,AODV,84,0,28,0,2000,Route Reply,0,1,53,0,0,1,110,211,101,0.0780487805,206,100,normal
0.993918,AODV,84,0,28,0,2000,Route Reply,1,0,67,0,0,1,110,211,101,0.0780487805,206,100,normal
0.011082,AODV,84,0,28,0,2000,Route Reply,0,1,54,0,0,1,110,211,101,0.0780487805,206,100,normal
0.988918,AODV,84,0,28,0,2000,Route Reply,1,0,68,0,0,1,110,211,101,0.0780487805,206,100,normal
0.011082,AODV,84,0,28,0,2000,Route Reply,0,1,55,0,0,1,110,211,101,0.0780487805,206,100,normal
0.997918,AODV,84,0,28,0,2000,Route Reply,1,0,69,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002082,AODV,84,0,28,0,2000,Route Reply,0,1,56,0,0,1,110,211,101,0.0780487805,206,100,normal
0.99,AODV,84,0,28,0,2000,Route Reply,0,1,57,0,0,1,110,211,101,0.0780487805,206,100,normal
0.004918,AODV,84,0,28,0,2000,Route Reply,1,0,70,0,0,1,110,211,101,0.0780487805,206,100,normal
0.993,AODV,84,0,28,0,2000,Route Reply,1,0,71,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,58,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996918,AODV,84,0,28,0,2000,Route Reply,1,0,72,0,0,1,110,211,101,0.0780487805,206,100,normal
0.005082,AODV,84,0,28,0,2000,Route Reply,0,1,59,0,0,1,110,211,101,0.0780487805,206,100,normal
1.002,AODV,84,0,28,0,2000,Route Reply,0,1,60,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002059,AODV,84,0,28,0,2000,Route Reply,1,0,73,0,0,1,110,211,101,0.0780487805,206,100,normal
0.999859,AODV,84,0,28,0,2000,Route Reply,1,0,74,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,61,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995,AODV,84,0,28,0,2000,Route Reply,0,1,62,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,75,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996,AODV,84,0,28,0,2000,Route Reply,1,0,76,0,0,1,110,211,101,0.0780487805,206,100,normal
0.000082,AODV,84,0,28,0,2000,Route Reply,0,1,63,0,0,1,110,211,101,0.0780487805,206,100,normal
1.001918,AODV,84,0,28,0,2000,Route Reply,1,0,77,0,0,1,110,211,101,0.0780487805,206,100,normal
0.000082,AODV,84,0,28,0,2000,Route Reply,0,1,64,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996,AODV,84,0,28,0,2000,Route Reply,0,1,65,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001819,AODV,84,0,28,0,2000,Route Reply,1,0,78,0,0,1,110,211,101,0.0780487805,206,100,normal
0.999099,AODV,84,0,28,0,2000,Route Reply,1,0,79,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002082,AODV,84,0,28,0,2000,Route Reply,0,1,66,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996,AODV,84,0,28,0,2000,Route Reply,0,1,67,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002416,AODV,84,0,28,0,2000,Route Reply,1,0,80,0,0,1,110,211,101,0.0780487805,206,100,normal
1.002502,AODV,84,0,28,0,2000,Route Reply,1,0,81,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002082,AODV,84,0,28,0,2000,Route Reply,0,1,68,0,0,1,110,211,101,0.0780487805,206,100,normal
0.994918,AODV,84,0,28,0,2000,Route Reply,1,0,82,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001082,AODV,84,0,28,0,2000,Route Reply,0,1,69,0,0,1,110,211,101,0.0780487805,206,100,normal
1.001918,AODV,84,0,28,0,2000,Route Reply,1,0,83,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,70,0,0,1,110,211,101,0.0780487805,206,100,normal
0.993,AODV,84,0,28,0,2000,Route Reply,0,1,71,0,0,1,110,211,101,0.0780487805,206,100,normal
0.005918,AODV,84,0,28,0,2000,Route Reply,1,0,84,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995,AODV,84,0,28,0,2000,Route Reply,1,0,85,0,0,1,110,211,101,0.0780487805,206,100,normal
0.007082,AODV,84,0,28,0,2000,Route Reply,0,1,72,0,0,1,110,211,101,0.0780487805,206,100,normal
0.991,AODV,84,0,28,0,2000,Route Reply,0,1,73,0,0,1,110,211,101,0.0780487805,206,100,normal
0.006918,AODV,84,0,28,0,2000,Route Reply,1,0,86,0,0,1,110,211,101,0.0780487805,206,100,normal
0.997,AODV,84,0,28,0,2000,Route Reply,1,0,87,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002082,AODV,84,0,28,0,2000,Route Reply,0,1,74,0,0,1,110,211,101,0.0780487805,206,100,normal
1.001918,AODV,84,0,28,0,2000,Route Reply,1,0,88,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001082,AODV,84,0,28,0,2000,Route Reply,0,1,75,0,0,1,110,211,101,0.0780487805,206,100,normal
0.991918,AODV,84,0,28,0,2000,Route Reply,1,0,89,0,0,1,110,211,101,0.0780487805,206,100,normal
0.000082,AODV,84,0,28,0,2000,Route Reply,0,1,76,0,0,1,110,211,101,0.0780487805,206,100,normal
0.999,AODV,84,0,28,0,2000,Route Reply,0,1,77,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002936,AODV,84,0,28,0,2000,Route Reply,1,0,90,0,0,1,110,211,101,0.0780487805,206,100,normal
0.998982,AODV,84,0,28,0,2000,Route Reply,1,0,91,0,0,1,110,211,101,0.0780487805,206,100,normal
0.006082,AODV,84,0,28,0,2000,Route Reply,0,1,78,0,0,1,110,211,101,0.0780487805,206,100,normal
0.989936,AODV,84,0,28,0,2000,Route Reply,1,0,92,0,0,1,110,211,101,0.0780487805,206,100,normal
0.011064,AODV,84,0,28,0,2000,Route Reply,0,1,79,0,0,1,110,211,101,0.0780487805,206,100,normal
0.991936,AODV,84,0,28,0,2000,Route Reply,1,0,93,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002064,AODV,84,0,28,0,2000,Route Reply,0,1,80,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995918,AODV,84,0,28,0,2000,Route Reply,1,0,94,0,0,1,110,211,101,0.0780487805,206,100,normal
0.004082,AODV,84,0,28,0,2000,Route Reply,0,1,81,0,0,1,110,211,101,0.0780487805,206,100,normal
0.998918,AODV,84,0,28,0,2000,Route Reply,1,0,95,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,82,0,0,1,110,211,101,0.0780487805,206,100,normal
0.999918,AODV,84,0,28,0,2000,Route Reply,1,0,96,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001082,AODV,84,0,28,0,2000,Route Reply,0,1,83,0,0,1,110,211,101,0.0780487805,206,100,normal
1.001,AODV,84,0,28,0,2000,Route Reply,0,1,84,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002989,AODV,84,0,28,0,2000,Route Reply,1,0,97,0,0,1,110,211,101,0.0780487805,206,100,normal
0.989929,AODV,84,0,28,0,2000,Route Reply,1,0,98,0,0,1,110,211,101,0.0780487805,206,100,normal
0.007082,AODV,84,0,28,0,2000,Route Reply,0,1,85,0,0,1,110,211,101,0.0780487805,206,100,normal
0.992918,AODV,84,0,28,0,2000,Route Reply,1,0,99,0,0,1,110,211,101,0.0780487805,206,100,normal
0.000082,AODV,84,0,28,0,2000,Route Reply,0,1,86,0,0,1,110,211,101,0.0780487805,206,100,normal
0.997918,AODV,84,0,28,0,2000,Route Reply,1,0,100,0,0,1,110,211,101,0.0780487805,206,100,normal
0.002082,AODV,84,0,28,0,2000,Route Reply,0,1,87,0,0,1,110,211,101,0.0780487805,206,100,normal
1.005918,AODV,84,0,28,0,2000,Route Reply,1,0,101,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001082,AODV,84,0,28,0,2000,Route Reply,0,1,88,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995918,AODV,84,0,28,0,2000,Route Reply,1,0,102,0,0,1,110,211,101,0.0780487805,206,100,normal
0.007082,AODV,84,0,28,0,2000,Route Reply,0,1,89,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996,AODV,84,0,28,0,2000,Route Reply,0,1,90,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,103,0,0,1,110,211,101,0.0780487805,206,100,normal
0.993082,AODV,84,0,28,0,2000,Route Reply,0,1,91,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,104,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995,AODV,84,0,28,0,2000,Route Reply,1,0,105,0,0,1,110,211,101,0.0780487805,206,100,normal
0.003082,AODV,84,0,28,0,2000,Route Reply,0,1,92,0,0,1,110,211,101,0.0780487805,206,100,normal
1.001,AODV,84,0,28,0,2000,Route Reply,0,1,93,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,106,0,0,1,110,211,101,0.0780487805,206,100,normal
0.996,AODV,84,0,28,0,2000,Route Reply,1,0,107,0,0,1,110,211,101,0.0780487805,206,100,normal
0.005082,AODV,84,0,28,0,2000,Route Reply,0,1,94,0,0,1,110,211,101,0.0780487805,206,100,normal
1,AODV,84,0,28,0,2000,Route Reply,0,1,95,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,108,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995082,AODV,84,0,28,0,2000,Route Reply,0,1,96,0,0,1,110,211,101,0.0780487805,206,100,normal
0.004918,AODV,84,0,28,0,2000,Route Reply,1,0,109,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995082,AODV,84,0,28,0,2000,Route Reply,0,1,97,0,0,1,110,211,101,0.0780487805,206,100,normal
0.001918,AODV,84,0,28,0,2000,Route Reply,1,0,110,0,0,1,110,211,101,0.0780487805,206,100,normal
0.997,AODV,84,0,28,0,2000,Route Reply,1,0,111,0,0,1,110,211,101,0.0780487805,206,100,normal
0.008082,AODV,84,0,28,0,2000,Route Reply,0,1,98,0,0,1,110,211,101,0.0780487805,206,100,normal
0.995918,AODV,84,0,28,0,2000,Route Reply,1,0,112,0,0,1,110,211,101,0.0780487805,206,100,normal
0.000082,AODV,84,0,28,0,2000,Route Reply,0,1,99,0,0,1,110,211,101,0.0780487805,206,100,normal
0.999918,AODV,84,0,28,0,2000,Route Reply,1,0,113,0,0,1,110,211,101,0.0780487805,206,100,normal
0.004082,AODV,84,0,28,0,2000,Route Reply,0,1,100,0,0,1,110,211,101,0.0780487805,206,100,normal
0,AODV,84,0,28,0,2000,Route Reply,0,0,0,0,0,4,110,128.5,97,0.1397637795,509,100,attack
0.02,AODV,84,0,28,0,2000,Route Reply,0,1,0,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.056136,AODV,84,0,28,0,2000,Route Reply,0,2,0,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.029864,AODV,84,0,28,0,2000,Route Reply,0,3,0,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.901,AODV,84,0,28,0,2000,Route Reply,0,0,1,0,0,4,110,128.5,97,0.1397637795,509,100,attack
0.01,AODV,84,0,28,0,2000,Route Reply,0,1,1,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.006,AODV,84,0,28,0,2000,Route Reply,0,4,1,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.054136,AODV,84,0,28,0,2000,Route Reply,0,2,1,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.029864,AODV,84,0,28,0,2000,Route Reply,0,3,1,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.897,AODV,84,0,28,0,2000,Route Reply,0,0,2,0,0,4,110,128.5,97,0.1397637795,509,100,attack
0.011,AODV,84,0,28,0,2000,Route Reply,0,4,2,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.007,AODV,84,0,28,0,2000,Route Reply,0,1,2,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.051136,AODV,84,0,28,0,2000,Route Reply,0,2,2,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.025864,AODV,84,0,28,0,2000,Route Reply,0,3,2,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.902,AODV,84,0,28,0,2000,Route Reply,0,0,3,0,0,4,110,128.5,97,0.1397637795,509,100,attack
0.022,AODV,84,0,28,0,2000,Route Reply,0,1,3,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.053136,AODV,84,0,28,0,2000,Route Reply,0,2,3,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.029864,AODV,84,0,28,0,2000,Route Reply,0,3,3,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.899,AODV,84,0,28,0,2000,Route Reply,0,0,4,0,0,4,110,128.5,97,0.1397637795,509,100,attack
0.017,AODV,84,0,28,0,2000,Route Reply,0,1,4,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.054136,AODV,84,0,28,0,2000,Route Reply,0,2,4,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.027864,AODV,84,0,28,0,2000,Route Reply,0,3,4,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.9,AODV,84,0,28,0,2000,Route Reply,0,0,5,0,0,4,110,128.5,97,0.1397637795,509,100,attack
0.013,AODV,84,0,28,0,2000,Route Reply,0,4,5,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.009,AODV,84,0,28,0,2000,Route Reply,0,1,5,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.052136,AODV,84,0,28,0,2000,Route Reply,0,2,5,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.019864,AODV,84,0,28,0,2000,Route Reply,0,3,5,0,0,4,110,128.5,97,0.1397637795,509,100,normal
0.906,AODV,84,0,28,0,2000,Route Reply,0,0,6,0,0,4,110,128.5,97,0.1397637795,509,100,attack
